source,item_path,name,kind,ext,bytes,sha256,lines,rows,columns,members,depth,headings_count,ids_unique
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/package.json,package.json,text,.json,1442,6613c2568781a09e16d916afe80f6118ed6e9407fcf9a720ab2f1c60acda39f1,50,,,,1,0,0
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/phpstan.neon,phpstan.neon,binary,.neon,258,d8d26ae58c13ab76bf4d18944874bdd15d5908b4b3861bba7ebcf26368f43dac,,,,,1,,
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/phpunit.xml,phpunit.xml,text,.xml,2134,15a4b11651eca341bdec57c042a2520377a988a078e9e26976844e81ebc41164,50,,,,1,0,1
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task004/DATA_OWNERSHIP_MATRIX.tsv,DATA_OWNERSHIP_MATRIX.tsv,text,.tsv,17676,b554b354c5390dd6164361e3c902d23f39bded326fc2464f71e16061de4b4cf5,96,96,9,,1,0,104
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task004/DECISION_REGISTER.tsv,DECISION_REGISTER.tsv,text,.tsv,5728,1be7f896b03daac6c0ffed13e5ebc70358d79a5cd8ffacda10572cd48a67c85d,16,16,10,,1,0,38
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task004/ENTITY_CATALOG.tsv,ENTITY_CATALOG.tsv,text,.tsv,15107,36bc54ef9f0c2b9cf5b0dfcb59a145aac2e602056dbc39790f3bb398fc18ea58,96,96,9,,1,0,107
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task004/MODULE_BOUNDARIES.tsv,MODULE_BOUNDARIES.tsv,text,.tsv,7351,1f8150279d0edc77a016cfeee0fa80a3fc80bef37aa4111d12eb60a3e4a85c07,12,12,14,,1,0,13
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task004/REQUIREMENTS_CATALOG.tsv,REQUIREMENTS_CATALOG.tsv,text,.tsv,12835,c64188eca09df04753044c5b1e5a81f1488ab705ae13604744d086a164eb60b3,45,45,10,,1,0,81
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task004/REQUIREMENTS_TRACEABILITY.tsv,REQUIREMENTS_TRACEABILITY.tsv,text,.tsv,7105,05bb0de2601c74504e541ee343a6c7bcfddef3b16e610a8f32adf4ecc95557ae,45,45,10,,1,0,208
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task004/SECURITY_REQUIREMENTS.tsv,SECURITY_REQUIREMENTS.tsv,text,.tsv,6650,1af437b44ae5d2159f875ef5a01a79c3022f3bb0f50340cd4b5d9079aac1000f,29,29,9,,1,0,55
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task004/UNRESOLVED_DECISIONS.tsv,UNRESOLVED_DECISIONS.tsv,text,.tsv,3119,d82250ddc5086f5cec13ad31f122889724e7a81c2a1889b7c5e719c41920405d,12,12,8,,1,0,29
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task004/UX_REQUIREMENTS.tsv,UX_REQUIREMENTS.tsv,text,.tsv,5249,54b7c42c03c70b1d8a1589c4b9db59e1efbf9a8e4b52abb664e4c517b923d748,24,24,8,,1,0,47
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task004/V1_SCOPE_MATRIX.tsv,V1_SCOPE_MATRIX.tsv,text,.tsv,4818,51c7eb93fd4b01bbb702452e79647e0f0b030d810fe9b08a9993209a9ce3fd9c,29,29,8,,1,0,45
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task004/VS001_ACCEPTANCE_CRITERIA.tsv,VS001_ACCEPTANCE_CRITERIA.tsv,text,.tsv,6246,c3e61e32eff3d7fb5b9042e5f184e598ad98e46ce54f4d7003f0bfc20446243a,26,26,9,,1,0,95
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task004/WORKFLOW_CATALOG.tsv,WORKFLOW_CATALOG.tsv,text,.tsv,5914,3c437269c94b5a7b1bef3052982c5045759998b150911bd6d889471cfbc46de0,22,22,11,,1,0,32
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task006/FOUNDATION_ENTITY_OWNERSHIP.tsv,FOUNDATION_ENTITY_OWNERSHIP.tsv,text,.tsv,949,fdec99fa6ff68a57463ae74d1bcf169b247f6c106f715f07fb7ceb15ba93877f,10,10,5,,1,0,2
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task006/FOUNDATION_REQUIREMENTS_TRACEABILITY.tsv,FOUNDATION_REQUIREMENTS_TRACEABILITY.tsv,text,.tsv,1883,3abeb107c738e35500fc2cdc7d490b7564158dedd4f44ed522e08c09e166da2c,17,17,4,,1,0,18
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task006/MODULE_DEPENDENCIES_LOCKED.tsv,MODULE_DEPENDENCIES_LOCKED.tsv,text,.tsv,792,7d8531c69ba761cda0f805487565664f3354c152381418fa0104eea16b45ddb3,11,11,6,,1,0,10
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task006/MODULE_DEPENDENCY_RATIONALE.tsv,MODULE_DEPENDENCY_RATIONALE.tsv,text,.tsv,2931,3b736d5db80024f870e3bc5cc456b5c2d5cd99bddd68e58cec2cf74c903fdc7d,20,20,6,,1,0,10
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task006/UNRESOLVED_TASK006_DECISIONS.tsv,UNRESOLVED_TASK006_DECISIONS.tsv,text,.tsv,1273,c90c0336d5cddad625729e6b7105710f2720bc5e911a03c7041f286a3518a651,6,6,5,,1,0,5
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task007/UNRESOLVED_TASK007_DECISIONS.tsv,UNRESOLVED_TASK007_DECISIONS.tsv,text,.tsv,948,6cfcef6133f838f3ee913e7c0a485c426a6e614450c64f4191ec83aa43387c8f,6,6,5,,1,0,6
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task007/VS001_ACCEPTANCE_RESULTS.tsv,VS001_ACCEPTANCE_RESULTS.tsv,text,.tsv,6538,7fefa09c69a1b34a824841ac4a25e57534f0c996d30b0515fd5f16c76cd49e3d,25,25,6,,1,0,24
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task007/VS001_AUTHORITY_CLAIMS.tsv,VS001_AUTHORITY_CLAIMS.tsv,text,.tsv,2483,84a329ab766c03d71bd7c8dba89e7d6ad7a4f86eba180e7e0b38f40b93221f4a,8,8,9,,1,0,9
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task007/VS001_ENTITY_SCOPE.tsv,VS001_ENTITY_SCOPE.tsv,text,.tsv,5592,3646021699a24b4e987dfc8ac3bd2ee42b4bbf641ed2bf3270a4a43c241a161a,32,32,10,,1,0,79
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task007/VS001_FOUNDATION_CORRECTIONS.tsv,VS001_FOUNDATION_CORRECTIONS.tsv,text,.tsv,1248,44f28b7ebdcd192cb50824d54794dea86e96dbc4474b9b3d4fe9dc89864edd94,10,10,4,,1,0,9
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task007/VS001_REQUIREMENTS_TRACEABILITY.tsv,VS001_REQUIREMENTS_TRACEABILITY.tsv,text,.tsv,2109,0069cc86c1f656557f96f5a3bf9c5ab735b141be0ff5c2e3e139350d5a1a1fa7,10,10,5,,1,0,8
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task007/VS001_RULE_CATALOG.tsv,VS001_RULE_CATALOG.tsv,text,.tsv,2339,c399dc1c3a4704d0d5bfc7df4bc527ef169884f70928fab91f46d979928bdcdc,16,16,7,,1,0,20
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task007/VS001_SCENARIO_CASES.tsv,VS001_SCENARIO_CASES.tsv,text,.tsv,1552,cb504e8f18ce12da27ef6a3c8f31e9d750f8e8db2b38bb75bca83a9d172430e6,13,13,7,,1,0,20
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task008/UNRESOLVED_TASK008_DECISIONS.tsv,UNRESOLVED_TASK008_DECISIONS.tsv,text,.tsv,652,70c8cfc6fa059390a274cf19b58011787c68562df8d9663376361337ed7967cb,4,4,5,,1,0,4
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task008/VS001_CORRECTION_RESULTS.tsv,VS001_CORRECTION_RESULTS.tsv,text,.tsv,4638,4b7a72f9b2f94ac381c73b12402c221f118508149abcbbb4271975b05df59b9a,9,9,8,,1,0,12
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task008/VS001_EXTERNAL_ACCEPTANCE_RECHECK.tsv,VS001_EXTERNAL_ACCEPTANCE_RECHECK.tsv,text,.tsv,1394,35bf042b9bc92ca3e834e147fc63bb38045d44f8244cb7e02d87b821760bfd44,5,5,6,,1,0,4
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task008/VS002_ACCEPTANCE_CRITERIA.tsv,VS002_ACCEPTANCE_CRITERIA.tsv,text,.tsv,1920,b0a35f95b50cfded2a62eae9b2645f49f06b7d36f5380defb5c24618d1e11f5d,25,25,2,,1,0,25
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task008/VS002_ACCEPTANCE_RESULTS.tsv,VS002_ACCEPTANCE_RESULTS.tsv,text,.tsv,6520,09b744ad254c0c79e2d5c0d7aab6308f74077698e08f51c637dad47a1961f6bc,25,25,7,,1,0,37
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task008/VS002_AUTHORITY_CLAIMS.tsv,VS002_AUTHORITY_CLAIMS.tsv,text,.tsv,3192,40c224a67a71058f7ea246cc9ff02e56338eb5267469d5095c4c420031fa62f1,8,8,11,,1,0,19
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task008/VS002_ENTITY_SCOPE.tsv,VS002_ENTITY_SCOPE.tsv,text,.tsv,2930,b92b93ede84c62da1e0b1def237aee093b9854d53d522e0323318e380ec6a717,16,16,10,,1,0,41
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task008/VS002_REQUIREMENTS_TRACEABILITY.tsv,VS002_REQUIREMENTS_TRACEABILITY.tsv,text,.tsv,1446,49a3c0ecead3381b523aebb8cfe6a2ae93d2bfb70354a2c2f63d12b500fab180,10,10,4,,1,0,9
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task008/VS002_RULE_CATALOG.tsv,VS002_RULE_CATALOG.tsv,text,.tsv,1712,4157e1f6de512f91c41aa8b10ca70e842884403585ae4c7457f8c3994793db19,12,12,7,,1,0,17
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task008/VS002_SCENARIO_CASES.tsv,VS002_SCENARIO_CASES.tsv,text,.tsv,1408,c0d573035d7074d169d8ed1e88b8d4bcbd3be0517133d16a686b3e4079c3ca2f,13,13,8,,1,0,17
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task009/UNRESOLVED_TASK009_DECISIONS.tsv,UNRESOLVED_TASK009_DECISIONS.tsv,text,.tsv,503,696d2f9fa26531fd6a83d55001f7a1f62d6cc18b5600cb63ff510805871054e9,3,3,5,,1,0,2
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task009/VS002_CORRECTION_RESULTS.tsv,VS002_CORRECTION_RESULTS.tsv,text,.tsv,2108,59d1af0ea78b2d8a79ee4fe73b922eedc7dfbe2d30fb632777a8620a071f03df,5,5,6,,1,0,4
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task009/VS003_ACCEPTANCE_RESULTS.tsv,VS003_ACCEPTANCE_RESULTS.tsv,text,.tsv,2680,580372b7d248866d8917546280ec53bde6caf66fbe5bc16bfe2314834994756f,15,15,4,,1,0,15
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task009/VS003_AUTHORITY_CLAIMS.tsv,VS003_AUTHORITY_CLAIMS.tsv,text,.tsv,1568,125152741575b5695c1bf9281d97364dddb41b5bec917b37fe08c38994d00d00,5,5,7,,1,0,4
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task009/VS003_DATASET_MANIFEST.tsv,VS003_DATASET_MANIFEST.tsv,text,.tsv,361,6462f84b50a5576fda5a618cad30ca4d32ef633c6158f1883f4bf8a1aeab471e,2,2,8,,1,0,2
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task009/VS003_ENTITY_SCOPE.tsv,VS003_ENTITY_SCOPE.tsv,text,.tsv,627,3b543d7c813b6f32a4b5bcacf2ee69e9ca9ff62484f50e8625627842c7e1eccc,8,8,3,,1,0,8
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task009/VS003_SELECTION.tsv,VS003_SELECTION.tsv,text,.tsv,1165,a49d79167968869d1dc09818f9006196c3289bfa7419f01648da408f46311c2d,8,8,6,,1,0,12
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task010/TASK010_ACCEPTANCE_RESULTS.tsv,TASK010_ACCEPTANCE_RESULTS.tsv,text,.tsv,1923,6c6c0e08f64abe99673dc3c2042a50733447f79bfe6fb2aa334760ba81ce07b9,14,14,4,,1,0,0
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task010/TASK010_SCOPE_AND_ACCEPTANCE.md,TASK010_SCOPE_AND_ACCEPTANCE.md,text,.md,3481,3ca02cc7b2254351c7a6166a9fb06b1b3ea560e88df3f3d372e3ec83345f386c,50,,,,1,6,5
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task010/TASK010_TRACEABILITY.tsv,TASK010_TRACEABILITY.tsv,text,.tsv,3358,0874c84f8964f0e3fb63f151b5f084f8d464c0163642bb5e812dee560daf5f69,23,23,4,,1,0,22
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/planning/task010/UNRESOLVED_TASK010_DECISIONS.tsv,UNRESOLVED_TASK010_DECISIONS.tsv,text,.tsv,718,f45d6fdfcc18a1cac88afadf8d0b4141fdb050bcfac8b5fb7a597e2deee50c87,5,5,4,,1,0,4
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/prettier.config.js,prettier.config.js,text,.js,110,838f6c201ee2b93be5c1b444ca01970dcc6b637fe0dd6acd787bab60a14b62f7,5,,,,1,0,0
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/public/.htaccess,.htaccess,text,,740,b7e379c77639fd56144947dbae84c84eb466d9c686ea81f2f013ae85421da923,25,,,,1,0,0
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/public/favicon.ico,favicon.ico,binary,.ico,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,,,1,,
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/public/index.php,index.php,text,.php,543,eba77cba39695b6bd091fe5211d481f7ebb2ce2d8d26230b5a609465d0a4aff9,20,,,,1,0,0
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/public/robots.txt,robots.txt,text,.txt,24,e5c4b84484ee4216e9373be99380320c25dd94805f99f0a805846f087636553f,2,,,,1,0,0
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/resources/css/app.css,app.css,text,.css,1141,cc2efb297ad34fdb0b95ecce8903b4b6747eccb2a40a5b04721ea48194dfa6ef,60,,,,1,0,0
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/resources/css/workbench.css,workbench.css,text,.css,9770,8d70214817f87e58fbe62a959a2c189481eaddaaf5ae98606852d5fb01535540,502,,,,1,0,0
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/resources/js/app.ts,app.ts,text,.ts,699,07a1baaa31dcec6b3a327bbc303f0e50aef02d01d385bb8e7541d82d4a7bff1a,20,,,,1,0,0
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/resources/js/components/AppShell.vue,AppShell.vue,text,.vue,1775,9dc31110f4c9c5b1fc0901bf91f0298855d4f0d1cccd455ef3f2609f891cbb09,45,,,,1,0,0
CONTROL_CENTER,CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE.zip::CEP_W01_W02_PRODUCTION_KNOWLEDGE_WORKBENCH_FORGE_v1.0_CANDIDATE/candidate_source/resources/js/components/BidiText.vue,BidiText.vue,text,.vue,161,cfd1ef7bbbf35124847ad5aa9be4606b951eb143f2b85fdcb911d266864731c2,7,,,,1,0,0
